img_path,label
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_157_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_158_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_159_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_160_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_161_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_162_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_163_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_164_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_165_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_166_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_167_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_168_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_169_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_170_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_171_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_172_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_173_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_174_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_175_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_176_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_177_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_178_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_179_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_180_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_181_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_182_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_183_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_184_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_185_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_186_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_187_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_188_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_189_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_190_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_191_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_192_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_193_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_194_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_195_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_196_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_197_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_198_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_199_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_200_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_201_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_202_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_203_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_204_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_205_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_206_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_207_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_208_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_209_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_210_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_211_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_212_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_213_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_214_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_215_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_216_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_217_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_218_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_219_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_220_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_221_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_222_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_223_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_224_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_225_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_226_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_227_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_228_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_229_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_230_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_231_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_232_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_233_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_234_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_235_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_236_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_237_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_238_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_239_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_240_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_241_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_242_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_243_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_244_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_245_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_246_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_247_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_248_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_249_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_250_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_251_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_252_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_253_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_254_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_255_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_256_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_257_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_258_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_259_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_260_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_261_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_262_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_263_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_264_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_265_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_266_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_267_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_268_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_269_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_270_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_271_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_272_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_273_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_274_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_275_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_276_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_277_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_278_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_279_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_280_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_281_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_282_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_283_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_284_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_285_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_286_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_287_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_288_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_289_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_290_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_291_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_292_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_293_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_294_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_295_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_296_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_297_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_298_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_299_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_300_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_301_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_302_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_303_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_304_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_305_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_306_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_307_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_308_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_309_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_310_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_311_for_label_1.png,1
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_312_for_label_2.png,2
C:\Users\Daniel\Desktop\Grad school\UWaterloo Masters\Winter 2024\STAT923\Final Project\STAT932_Final_Project\GAN\GAN_generated_images/generated_image_313_for_label_1.png,1
